
       Teff log g  [M]a Vturb  l/H   small     big    beta
  374 28000  5.00 -2.00  2.00  0.00 -21.434 -21.532   2.644
  375 29000  3.50 -2.00  2.00  0.00 -21.707 -21.735   2.549
  376 29000  4.00 -2.00  2.00  0.00 -21.619 -21.671   2.581
  377 29000  4.50 -2.00  2.00  0.00 -21.561 -21.634   2.608
  378 29000  5.00 -2.00  2.00  0.00 -21.517 -21.610   2.637
  379 30000  4.00 -2.00  2.00  0.00 -21.712 -21.759   2.573
  380 30000  4.50 -2.00  2.00  0.00 -21.648 -21.716   2.602
  381 30000  5.00 -2.00  2.00  0.00 -21.601 -21.689   2.630
  382 31000  4.00 -2.00  2.00  0.00 -21.805 -21.846   2.565
  383 31000  4.50 -2.00  2.00  0.00 -21.737 -21.799   2.594
  384 31000  5.00 -2.00  2.00  0.00 -21.687 -21.769   2.622
  385 32000  4.00 -2.00  2.00  0.00 -21.896 -21.931   2.557
  386 32000  4.50 -2.00  2.00  0.00 -21.826 -21.882   2.586
  387 32000  5.00 -2.00  2.00  0.00 -21.773 -21.849   2.613
  388 33000  4.50 -2.00  2.00  0.00 -21.913 -21.963   2.578
  389 33000  5.00 -2.00  2.00  0.00 -21.859 -21.929   2.605
  390 34000  4.50 -2.00  2.00  0.00 -21.994 -22.038   2.570
  391 34000  5.00 -2.00  2.00  0.00 -21.943 -22.006   2.596
  392 35000  4.50 -2.00  2.00  0.00 -22.067 -22.106   2.563
  393 35000  5.00 -2.00  2.00  0.00 -22.020 -22.077   2.588
  394 37500  4.50 -2.00  2.00  0.00 -22.214 -22.240   2.544
  395 37500  5.00 -2.00  2.00  0.00 -22.184 -22.226   2.567
  396 40000  4.50 -2.00  2.00  0.00 -22.312 -22.329   2.533
  397 40000  5.00 -2.00  2.00  0.00 -22.301 -22.331   2.551
  398 42500  5.00 -2.00  2.00  0.00 -22.382 -22.405   2.542
  399 45000  5.00 -2.00  2.00  0.00 -22.444 -22.464   2.537
  400 47500  5.00 -2.00  2.00  0.00 -22.500 -22.519   2.535
  401 50000  5.00 -2.00  2.00  0.00 -22.554 -22.571   2.533
